datetime,open,high,low,close,volume,MA7,MA14,MA_Signal,Aroon_Up,Aroon_Down,Aroon_Signal,RSI_14,RSI_Signal,returns,EMA7,EMA14,EMA28,EMA_Signal,pct_change,signals,trade_type
2023-01-02 06:00:00,1201.91,1203.94,1199.75,1200.85,76926.213,1199.1642857142856,1200.0671428571427,-1,71.42857142857143,35.714285714285715,1,58.23275862068934,0,-0.0008823187241059833,1200.2218345368271,1199.4628589120866,1198.2139471747598,1,-0.08819295953941264,0, 
2023-01-02 07:00:00,1200.85,1222.0,1200.72,1212.82,528657.867,1201.3128571428572,1200.9585714285713,1,0.0,42.857142857142854,-1,69.58568738229722,0,0.009918587157535644,1203.3713759026202,1201.2438110571418,1199.2212611627074,1,0.996793937627527,0, 
2023-01-02 08:00:00,1212.83,1217.0,1212.14,1215.32,150279.023,1204.28,1202.0021428571429,1,7.142857142857143,50.0,-1,71.49161518093513,0,0.0020591900659666517,1206.358531926965,1203.120636249523,1200.3315190135552,1,0.2061311653831499,0, 
2023-01-02 09:00:00,1215.32,1218.84,1215.14,1216.55,148845.349,1207.162857142857,1203.0792857142858,1,14.285714285714286,57.142857142857146,-1,71.88044109111972,0,0.0010115673164150687,1208.9063989452238,1204.91121808292,1201.4500349436548,1,0.10120791231940096,0, 
2023-01-02 10:00:00,1216.55,1225.0,1215.9,1217.01,194790.232,1209.3899999999999,1204.2207142857144,1,0.0,64.28571428571429,-1,73.17285382830597,0,0.00037804698094866853,1210.9322992089178,1206.5243890051975,1202.5231359820234,1,0.03781184497144707,0, 
2023-01-02 11:00:00,1217.0,1217.4,1213.5,1216.72,117582.404,1211.597142857143,1205.23,1,7.142857142857143,71.42857142857143,-1,71.27371273712723,0,-0.00023831731652440818,1212.3792244066883,1207.8838038045046,1203.5022300522287,1,-0.023828892120847378,0, 
2023-01-02 12:00:00,1216.71,1218.37,1215.83,1216.11,67512.859,1213.6257142857144,1206.3314285714284,1,14.285714285714286,78.57142857142857,-1,74.15413533834506,0,-0.0005014736029920246,1213.3119183050162,1208.980629963904,1204.371731427937,1,-0.05013478861202181,0, 
2023-01-02 13:00:00,1216.11,1216.46,1213.3,1214.2,94857.938,1215.532857142857,1207.3485714285714,1,21.428571428571427,85.71428571428571,-1,71.51057401812652,0,-0.0015718162647876482,1213.5339387287622,1209.676545968717,1205.0495430535964,1,-0.15705816085714863,0, 
2023-01-02 14:00:00,1214.21,1219.0,1214.2,1216.39,110079.155,1216.042857142857,1208.677857142857,1,28.571428571428573,92.85714285714286,-1,78.10329205678013,1,0.0018020320931426974,1214.2479540465717,1210.571673172888,1205.8316435326585,1,0.1803656728710301,0, 
2023-01-02 15:00:00,1216.4,1220.99,1215.03,1218.5,163399.332,1216.4971428571428,1210.3885714285716,1,35.714285714285715,100.0,-1,87.43357299155939,1,0.0017331382757845286,1215.3109655349288,1211.628783416503,1206.7053232890269,1,0.17346410279597269,0, 
2023-01-02 16:00:00,1218.49,1219.39,1215.5,1215.76,76386.993,1216.3842857142859,1211.7735714285714,1,42.857142857142854,100.0,-1,79.45913096323272,1,-0.002251198439911209,1215.4232241511966,1212.1796122943026,1207.3297837518526,1,-0.224866639310628,0, 
2023-01-02 17:00:00,1215.76,1216.99,1215.03,1216.62,56288.689,1216.3285714285714,1212.8592857142855,1,50.0,100.0,-1,76.46239554317494,1,0.0007071263830776643,1215.7224181133975,1212.7716639883956,1207.9704883206903,1,0.07073764558793716,0, 
2023-01-02 18:00:00,1216.62,1218.74,1216.21,1217.53,40791.969,1216.4442857142858,1214.0207142857143,1,57.142857142857146,100.0,-1,77.5780189959292,1,0.0007476943018257017,1216.1743135850481,1213.406108789943,1208.629764988229,1,0.07479738948892312,0, 
2023-01-02 19:00:00,1217.52,1218.76,1216.73,1218.49,33086.655,1216.7842857142857,1215.205,1,64.28571428571429,100.0,-1,77.81879194630844,1,0.0007881709096782658,1216.753235188786,1214.0839609512839,1209.3097811959374,1,0.07884815979894988,0, 
2023-01-02 20:00:00,1218.5,1218.5,1215.73,1217.64,53302.181,1217.2757142857142,1216.4042857142856,1,71.42857142857143,100.0,-1,78.37107130787469,1,-0.0006978281409393269,1216.9749263915896,1214.558099491113,1209.8842790444935,1,-0.06975847155085146,0, 
2023-01-02 21:00:00,1217.64,1225.0,1217.45,1219.28,79517.644,1217.6885714285713,1216.8657142857141,1,78.57142857142857,100.0,-1,66.77050882658389,0,0.0013459614986021493,1217.5511947936923,1215.1876862256313,1210.5322598000457,1,0.13468677113102068,0, 
2023-01-02 22:00:00,1219.28,1219.83,1210.0,1214.33,159451.669,1217.0928571428572,1216.795,1,85.71428571428571,0.0,1,47.71994472593271,0,-0.00406803623130009,1216.7458960952692,1215.0733280622137,1210.794172917284,1,-0.40597729807755334,0, 
2023-01-02 23:00:00,1214.33,1216.68,1211.89,1213.23,114502.387,1216.7314285714285,1216.5578571428573,1,92.85714285714286,7.142857142857143,1,42.307692307692356,0,-0.0009062598455127123,1215.8669220714519,1214.827550987252,1210.962160991954,1,-0.09058493160837289,0, 
2023-01-03 00:00:00,1213.24,1216.28,1212.07,1214.99,84098.119,1216.4985714285715,1216.4135714285715,1,100.0,14.285714285714286,1,45.58566433566431,0,0.0014496217873223157,1215.6476915535889,1214.8492108556184,1211.2399429925088,1,0.1450672996876179,0, 
2023-01-03 01:00:00,1214.98,1215.26,1210.64,1213.65,102954.92,1215.9442857142858,1216.1942857142858,-1,28.571428571428573,21.428571428571427,1,43.58545758462184,0,-0.0011034983661451564,1215.1482686651916,1214.689316074869,1211.4061538206115,1,-0.11028897357179268,0, 
2023-01-03 02:00:00,1213.64,1214.92,1212.5,1213.55,51847.64,1215.2385714285715,1216.0114285714285,-1,35.714285714285715,28.571428571428573,1,44.53458582408201,0,-8.239947269010774e-05,1214.7487014988938,1214.5374072648865,1211.554005281259,1,-0.008239607794680026,0, 
2023-01-03 03:00:00,1213.55,1216.0,1212.32,1215.19,66285.168,1214.8885714285714,1216.0821428571428,-1,42.857142857142854,35.714285714285715,1,52.138228941684694,0,0.0013504947003447083,1214.8590261241702,1214.6244196295684,1211.8047635377238,1,0.13514070289646352,0, 
2023-01-03 04:00:00,1215.18,1215.45,1212.57,1212.89,55044.169,1213.9757142857143,1215.832142857143,-1,50.0,42.857142857142854,1,42.476354256233805,0,-0.0018945015715442844,1214.3667695931276,1214.3931636789594,1211.8796074316738,0,-0.18927081361761466,0, 
2023-01-03 05:00:00,1212.88,1217.55,1212.69,1217.33,70983.909,1214.4042857142856,1215.7485714285715,-1,57.142857142857146,50.0,1,47.71395076201624,0,0.003653994239301818,1215.1075771948458,1214.7847418550982,1212.255496574317,1,0.36606782148420614,0, 
2023-01-03 06:00:00,1217.34,1219.5,1215.7,1216.3,104422.648,1214.8428571428572,1215.787142857143,-1,64.28571428571429,57.142857142857146,1,51.1306532663316,0,-0.0008464721929799501,1215.4056828961343,1214.9867762744186,1212.5344278450536,1,-0.08461140364568465,0, 
2023-01-03 07:00:00,1216.31,1216.61,1214.62,1215.85,46639.116,1214.9657142857143,1215.732142857143,-1,71.42857142857143,64.28571428571429,1,48.35960801022584,0,-0.00037004297032252616,1215.5167621721007,1215.1018727711628,1212.7630879936708,1,-0.036997451286691074,0, 
2023-01-03 08:00:00,1215.86,1216.54,1213.32,1215.02,84895.321,1215.1614285714288,1215.5528571428572,-1,78.57142857142857,71.42857142857143,1,44.63445917058566,0,-0.0006828831095487375,1215.3925716290755,1215.0909564016745,1212.9187370975555,1,-0.06826499979437628,0, 
2023-01-03 09:00:00,1215.01,1218.2,1215.01,1216.99,72022.837,1215.652857142857,1215.4457142857143,1,85.71428571428571,78.57142857142857,1,46.92622950819668,0,0.001620059482379279,1215.7919287218067,1215.3441622147845,1213.1995138494483,1,0.16213724876956714,0, 
2023-01-03 10:00:00,1216.99,1218.07,1215.2,1215.33,58230.438,1215.672857142857,1215.2807142857143,1,92.85714285714286,85.71428571428571,1,45.41848472828205,0,-0.0013649521919221897,1215.676446541355,1215.3422739194798,1213.3464439287966,1,-0.1364021068373633,0, 
2023-01-03 11:00:00,1215.33,1216.55,1213.54,1214.39,71520.879,1215.887142857143,1214.9314285714286,1,100.0,92.85714285714286,1,40.024479804161736,0,-0.0007737517466188689,1215.3548349060163,1215.2153040635492,1213.4184133130175,1,-0.07734524779277052,0, 
2023-01-03 12:00:00,1214.39,1216.0,1214.03,1214.74,57810.766,1215.517142857143,1214.9607142857144,1,100.0,100.0,0,51.029633350075564,0,0.000288169017238327,1215.2011261795121,1215.1519301884093,1213.5095572224645,1,0.028821054191818796,0, 
2023-01-03 13:00:00,1214.75,1217.48,1214.58,1215.85,74110.38,1215.452857142857,1215.1478571428572,1,50.0,85.71428571428571,-1,56.576305220883384,0,0.0009133585484721935,1215.363344634634,1215.245006163288,1213.6709670691912,1,0.09137757874111418,0, 
2023-01-03 14:00:00,1215.85,1218.76,1205.0,1209.83,367195.351,1214.5928571428572,1214.7792857142856,-1,57.142857142857146,0.0,1,39.330024813895434,0,-0.004963566801518992,1213.9800084759754,1214.5230053415164,1213.4060727885571,0,-0.4951268659785346,0, 
2023-01-03 15:00:00,1209.84,1211.98,1206.4,1211.4,279190.105,1214.0757142857144,1214.6185714285714,-1,64.28571428571429,7.142857142857143,1,45.391233101188014,0,0.0012968616942977112,1213.3350063569815,1214.1066046293142,1213.2677229410706,0,0.12977029830638642,0, 
2023-01-03 16:00:00,1211.39,1212.4,1206.65,1207.13,177606.478,1212.6671428571428,1214.16,-1,71.42857142857143,14.285714285714286,1,38.76836948915341,0,-0.003531074195235645,1211.7837547677361,1213.176390678739,1212.8444317037552,0,-0.3524847284134047,0, 
2023-01-03 17:00:00,1207.14,1209.43,1206.13,1208.41,95471.686,1211.6785714285713,1213.6757142857143,-1,78.57142857142857,21.428571428571427,1,37.98724309000695,0,0.0010598045321596771,1210.940316075802,1212.5408719215736,1212.538608827634,0,0.1060366323428319,0, 
2023-01-03 18:00:00,1208.4,1209.0,1206.02,1207.34,73040.294,1210.6714285714286,1213.2792857142856,-1,85.71428571428571,28.571428571428573,1,39.71841422749124,0,-0.0008858533126129812,1210.0402370568515,1211.8474223320304,1212.1800840809005,-1,-0.0885461060401771,0, 
2023-01-03 19:00:00,1207.34,1210.2,1203.05,1208.92,116557.735,1209.8400000000001,1212.6785714285713,-1,92.85714285714286,0.0,1,32.57355988396226,-1,0.0013078064655271102,1209.7601777926386,1211.4570993544264,1211.9552506960108,-1,0.13086620173274888,0, 
2023-01-03 20:00:00,1208.93,1212.34,1208.86,1210.36,95100.279,1209.0557142857142,1212.2542857142855,-1,100.0,7.142857142857143,1,37.89731051344731,0,0.0011904369647636713,1209.910133344479,1211.3108194405029,1211.8452334066308,-1,0.11911458161002475,0, 
2023-01-03 21:00:00,1210.35,1211.98,1209.63,1211.02,54298.909,1209.2257142857143,1211.9092857142857,-1,50.0,14.285714285714286,1,40.24242424242439,0,0.0005451436918987924,1210.1876000083594,1211.2720435151027,1211.7883207578975,-1,0.05452923097259976,0, 
2023-01-03 22:00:00,1211.02,1212.79,1209.62,1212.2,51325.796,1209.3400000000001,1211.7078571428572,-1,57.142857142857146,21.428571428571427,1,44.382470119522075,0,0.0009739108238371951,1210.6907000062695,1211.3957710464224,1211.8167124297665,-1,0.09743852289805233,0, 
2023-01-03 23:00:00,1212.21,1217.04,1211.67,1214.23,107542.069,1210.3542857142857,1211.5107142857144,-1,64.28571428571429,28.571428571428573,1,44.515103338632784,0,0.0016732405003412453,1211.5755250047023,1211.7736682402328,1211.9831460552998,-1,0.16746411483252732,0, 
2023-01-04 00:00:00,1214.22,1214.5,1212.16,1213.01,51128.58,1211.0114285714285,1211.345,-1,71.42857142857143,35.714285714285715,1,45.307443365695924,0,-0.0010052570843744157,1211.9341437535268,1211.9385124748685,1212.0539635687273,-1,-0.10047519827380835,0, 
2023-01-04 01:00:00,1213.02,1232.27,1212.72,1223.62,422793.1,1213.3371428571427,1212.0042857142855,1,0.0,42.857142857142854,-1,63.419598720557964,0,0.008708804420868481,1214.855607815145,1213.4960441448861,1212.8516212536426,1,0.8746836382222734,0, 
2023-01-04 02:00:00,1223.63,1236.59,1223.62,1231.06,322366.328,1216.5,1213.17,1,0.0,50.0,-1,69.6721311475408,0,0.006061908503724889,1218.9067058613587,1215.837904925568,1214.107371512012,1,0.6080319053300975,0, 
2023-01-04 03:00:00,1231.06,1258.53,1231.06,1250.33,751661.889,1222.2099999999998,1215.6328571428571,1,0.0,57.142857142857146,-1,78.90677397719637,1,0.01553192959673388,1226.762529396019,1220.4368509354922,1216.6054838215282,1,1.5653176936948565,0, 
2023-01-04 04:00:00,1250.33,1254.99,1248.61,1250.25,250662.667,1227.814285714286,1218.52,1,7.142857142857143,64.28571428571429,-1,87.63500931098685,1,-6.398515546574271e-05,1232.6343970470143,1224.4119374774266,1218.9257952821124,1,-0.00639831084593423,0, 
2023-01-04 05:00:00,1250.24,1251.23,1247.08,1247.99,107821.173,1232.9271428571428,1221.1335714285713,1,14.285714285714286,71.42857142857143,-1,83.63669792241207,1,-0.0018092742222557833,1236.4732977852607,1227.555679147103,1220.9302231936908,1,-0.18076384723055838,0, 
2023-01-04 06:00:00,1247.99,1251.4,1247.1,1250.15,93740.712,1238.0585714285714,1224.2064285714284,1,21.428571428571427,78.57142857142857,-1,91.14384085692407,1,0.0017292870201655664,1239.8924733389454,1230.5682552608228,1222.9453802148155,1,0.17307830992236983,0, 
2023-01-04 07:00:00,1250.16,1253.0,1247.35,1251.77,136663.871,1243.5957142857144,1227.3035714285713,1,28.571428571428573,85.71428571428571,-1,91.20106423413132,1,0.0012950056168065571,1242.861855004209,1233.3951545593798,1224.9332850275869,1,0.12958444986601592,0, 
2023-01-04 08:00:00,1251.78,1261.05,1248.13,1250.46,292084.47,1247.43,1230.3835714285713,1,0.0,92.85714285714286,-1,90.7869844873252,1,-0.0010470661127750351,1244.7613912531567,1235.670467284796,1226.6937481291325,1,-0.10465181303274118,0, 
2023-01-04 09:00:00,1250.45,1251.74,1249.0,1249.44,85312.023,1250.0557142857142,1233.277857142857,1,7.142857142857143,100.0,-1,88.7380497131933,1,-0.0008160326865892869,1245.9310434398676,1237.5064049801565,1228.2624551547094,1,-0.08156998224653211,0, 
2023-01-04 10:00:00,1249.43,1250.23,1248.5,1249.78,68755.672,1249.9771428571428,1236.0935714285715,1,14.285714285714286,100.0,-1,88.49609375000021,1,0.0002720848921642915,1246.8932825799006,1239.1428843161357,1229.7464237647293,1,0.027212191061587454,0, 
2023-01-04 11:00:00,1249.78,1253.7,1249.28,1251.16,79067.387,1250.107142857143,1238.9607142857144,1,21.428571428571427,92.85714285714286,-1,88.65562403698019,1,0.0011035851640251438,1247.9599619349256,1240.7451664073176,1231.2232221257825,1,0.11041943382035235,0, 
2023-01-04 12:00:00,1251.17,1256.15,1250.31,1250.66,146282.784,1250.4885714285715,1241.7078571428572,1,28.571428571428573,100.0,-1,87.52927400468404,1,-0.000399709017161115,1248.6349714511941,1242.0671442196754,1232.5636895653836,1,-0.039962914415425654,0, 
2023-01-04 13:00:00,1250.66,1253.55,1250.34,1253.18,86830.087,1250.9214285714286,1244.49,1,35.714285714285715,100.0,-1,87.64739996133791,1,0.0020129088527048185,1249.7712285883956,1243.5488583237188,1233.9855040781158,1,0.20149361137318245,0, 
2023-01-04 14:00:00,1253.18,1255.0,1248.5,1250.72,202309.41,1250.7714285714285,1247.1835714285714,1,42.857142857142854,100.0,-1,85.59562016235621,1,-0.00196493533407802,1250.0084214412968,1244.505010547223,1235.1396072451423,1,-0.19630061124499276,0, 
2023-01-04 15:00:00,1250.72,1259.02,1238.61,1255.9,475332.597,1251.5485714285714,1249.4892857142856,1,50.0,100.0,-1,83.95035759360562,1,0.004133061552060813,1251.4813160809726,1246.02434247426,1236.5713584696152,1,0.4141614430088314,0, 
2023-01-04 16:00:00,1255.91,1257.59,1250.57,1253.55,207215.524,1252.1357142857144,1251.0957142857144,1,57.142857142857146,100.0,-1,76.48998822143696,1,-0.0018729209085263353,1251.9984870607295,1247.0277634776921,1237.7422992648142,1,-0.18711680866312363,0, 
2023-01-04 17:00:00,1253.54,1275.0,1252.23,1259.83,399891.627,1253.5714285714287,1251.7742857142857,1,0.0,100.0,-1,66.12355736591988,0,0.004997265092440502,1253.9563652955471,1248.7347283473332,1239.2655889706891,1,0.5009772246818978,0, 
2023-01-04 18:00:00,1259.82,1267.71,1256.91,1261.56,248853.969,1255.0571428571432,1252.582142857143,1,7.142857142857143,21.428571428571427,-1,68.17743490838943,0,0.001372259167744473,1255.8572739716603,1250.444764567689,1240.8031345589172,1,0.13732011461864424,0, 
2023-01-04 19:00:00,1261.54,1265.5,1250.79,1254.14,460036.284,1255.5542857142857,1253.0214285714285,1,14.285714285714286,28.571428571428573,-1,58.478081058726346,0,-0.005898971671239319,1255.4279554787454,1250.9374626253305,1241.7229183824402,1,-0.588160689939432,0, 
2023-01-04 20:00:00,1254.14,1254.28,1243.04,1250.78,218357.744,1255.2114285714285,1253.0664285714286,1,21.428571428571427,35.714285714285715,-1,50.84067253803026,0,-0.0026827220152014584,1254.265966609059,1250.9164676086198,1242.3475447008925,1,-0.2679126732262893,0, 
2023-01-04 21:00:00,1250.78,1253.22,1250.03,1252.53,73852.716,1255.47,1253.1207142857145,1,28.571428571428573,42.857142857142854,-1,51.01063829787232,0,0.0013981490786821847,1253.8319749567943,1251.1316052608038,1243.0497829973826,1,0.13991269447863885,0, 
2023-01-04 22:00:00,1252.54,1257.83,1251.7,1252.83,69894.156,1255.0314285714285,1253.2900000000002,1,35.714285714285715,50.0,-1,53.23858977862788,0,0.00023948654200097377,1253.5814812175956,1251.3580578926967,1243.724280721701,1,0.023951522119225466,0, 
2023-01-04 23:00:00,1252.84,1257.35,1252.5,1256.39,78902.425,1255.437142857143,1253.7864285714288,1,42.857142857142854,57.142857142857146,-1,58.88065422949143,0,0.0028375370741874064,1254.2836109131968,1252.0289835070039,1244.597778602963,1,0.284156669300728,0, 
2023-01-05 00:00:00,1256.39,1260.0,1252.8,1253.6,121246.554,1254.547142857143,1254.0592857142858,1,50.0,64.28571428571429,-1,54.59355459355445,0,-0.002223117342358608,1254.1127081848977,1252.238452372737,1245.218621457931,1,-0.2220648047182916,0, 
2023-01-05 01:00:00,1253.61,1256.71,1252.02,1253.69,76940.64,1253.422857142857,1254.24,-1,57.142857142857146,71.42857142857143,-1,53.13973690742112,0,7.179065847090851e-05,1254.0070311386733,1252.431992056372,1245.8028544608324,1,0.007179323548189842,0, 
2023-01-05 02:00:00,1253.69,1254.52,1252.18,1253.64,45146.352,1253.3514285714284,1254.452857142857,-1,64.28571428571429,78.57142857142857,-1,53.7399598393574,0,-3.988306286492145e-05,1253.915273354005,1252.5930597821891,1246.343347256637,1,-0.003988226754614299,0, 
2023-01-05 03:00:00,1253.64,1253.72,1251.51,1252.59,87281.787,1253.6100000000001,1254.4107142857142,-1,71.42857142857143,85.71428571428571,-1,49.23117018504023,0,-0.0008379119725113471,1253.5839550155038,1252.5926518112306,1246.7741508941103,1,-0.0837561022303146,0, 
2023-01-05 04:00:00,1252.59,1254.13,1251.92,1252.7,71316.945,1253.6342857142859,1254.5521428571428,-1,78.57142857142857,92.85714285714286,-1,52.74847307051633,0,8.781418524066636e-05,1253.362966261628,1252.6069649030665,1247.1828301427925,1,0.00878180410190943,0, 
2023-01-05 05:00:00,1252.7,1254.76,1252.19,1253.02,54272.798,1253.6614285714288,1254.3464285714285,-1,85.71428571428571,100.0,-1,45.378690629011494,0,0.0002554156104747994,1253.2772246962209,1252.6620362493243,1247.5853935812204,1,0.02554482318191109,0, 
2023-01-05 06:00:00,1253.02,1253.81,1247.7,1250.53,107877.626,1252.8242857142857,1254.1307142857145,-1,92.85714285714286,71.42857142857143,1,45.175718849840386,0,-0.0019891760268741124,1252.5904185221657,1252.3777647494144,1247.7884698859637,1,-0.19871989273914092,0, 
2023-01-05 07:00:00,1250.52,1251.0,1247.13,1250.91,95448.618,1252.44,1253.4935714285714,-1,100.0,78.57142857142857,1,32.4409448818906,-1,0.0003038249991389975,1252.1703138916243,1252.1820627828258,1248.0037478248628,0,0.030387115862873237,0, 
2023-01-05 08:00:00,1250.91,1251.79,1247.86,1250.63,81870.908,1252.0028571428572,1252.712857142857,-1,100.0,85.71428571428571,1,27.18162839248538,-1,-0.00022386210188063614,1251.7852354187182,1251.9751210784493,1248.1848686645276,0,-0.022383704662998216,0, 
2023-01-05 09:00:00,1250.63,1250.63,1245.0,1248.66,148372.59,1251.2914285714287,1252.3214285714287,-1,100.0,92.85714285714286,1,35.189189189189875,0,-0.0015764480376308022,1251.0039265640387,1251.5331049346562,1248.217636342836,0,-0.15752060961276015,0, 
2023-01-05 10:00:00,1248.66,1252.73,1248.31,1251.24,99295.382,1251.0985714285714,1252.3542857142859,-1,71.42857142857143,100.0,-1,51.29796839729125,0,0.0020640832961273175,1251.062944923029,1251.494024276702,1248.4260752157436,0,0.20662149824610676,0, 
2023-01-05 11:00:00,1251.24,1255.9,1250.38,1255.34,110627.99,1251.4757142857143,1252.555,-1,78.57142857142857,14.285714285714286,1,57.000498256103285,0,0.0032713926198400106,1252.1322086922717,1252.0068210398085,1248.9028976146578,1,0.3276749464531159,0, 
2023-01-05 12:00:00,1255.35,1255.65,1251.25,1252.35,90282.498,1251.3799999999999,1252.5207142857143,-1,85.71428571428571,21.428571428571427,1,48.945518453427056,0,-0.0023846659012229376,1252.1866565192036,1252.0525782345007,1249.1406288136468,1,-0.23818248442653012,0, 
2023-01-05 13:00:00,1252.35,1253.53,1246.17,1246.58,206379.258,1250.8157142857142,1251.82,-1,92.85714285714286,28.571428571428573,1,30.35642771325594,-1,-0.0046179847007667444,1250.7849923894028,1251.3229011365672,1248.9640337230503,0,-0.4607338204176137,0, 
2023-01-05 14:00:00,1246.58,1250.35,1242.22,1248.03,331965.822,1250.4042857142856,1251.422142857143,-1,100.0,0.0,1,38.21413457469349,0,0.0011625064946399568,1250.096244292052,1250.8838476516917,1248.8996176042192,0,0.11631824672304614,0, 
2023-01-05 15:00:00,1248.03,1252.74,1247.33,1248.72,254853.411,1250.1314285714286,1251.0671428571427,-1,100.0,7.142857142857143,1,39.74411886091626,0,0.0005527185481655221,1249.7521832190391,1250.5953346314661,1248.8872301832387,0,0.05528713252085371,0, 
2023-01-05 16:00:00,1248.72,1250.0,1246.5,1248.22,103026.508,1250.0685714285714,1250.68,-1,35.714285714285715,14.285714285714286,1,39.019448946515375,0,-0.0004004902053577877,1249.3691374142793,1250.2786233472707,1248.8412143085327,0,-0.04004100198603533,0, 
2023-01-05 17:00:00,1248.21,1249.74,1246.36,1246.79,65683.086,1249.4328571428573,1250.2657142857145,-1,42.857142857142854,21.428571428571427,1,38.42777334397463,0,-0.0011462881163460186,1248.7243530607095,1249.8134735676347,1248.6997512527719,0,-0.11456313790838557,0, 
2023-01-05 18:00:00,1246.79,1251.46,1246.34,1250.8,99541.053,1248.7842857142857,1250.1299999999999,-1,50.0,28.571428571428573,1,46.71961325966836,0,0.003211098255232114,1249.2432647955322,1249.9450104252835,1248.84459599396,0,0.3216259354021034,0, 
